date,cash_type,card,money,coffee_name,time,hour,day,month,month_num
2024-06-23,card,ANON-0000-0000-0320,37.72,Latte,21:29:07,21,Sunday,June,6
2024-06-23,card,ANON-0000-0000-0320,37.72,Cappuccino,21:30:36,21,Sunday,June,6
2024-06-24,card,ANON-0000-0000-0164,32.82,Americano with Milk,11:44:39,11,Monday,June,6
2024-06-24,card,ANON-0000-0000-0180,37.72,Cappuccino,11:49:36,11,Monday,June,6
2024-06-24,card,ANON-0000-0000-0180,37.72,Cappuccino,11:50:44,11,Monday,June,6
2024-06-24,card,ANON-0000-0000-0321,37.72,Latte,15:02:28,15,Monday,June,6
2024-06-24,card,ANON-0000-0000-0203,37.72,Cappuccino,16:46:00,16,Monday,June,6
2024-06-24,card,ANON-0000-0000-0203,37.72,Cappuccino,16:47:00,16,Monday,June,6
2024-06-25,card,ANON-0000-0000-0322,37.72,Latte,08:19:24,8,Tuesday,June,6
2024-06-25,card,ANON-0000-0000-0012,32.82,Americano with Milk,10:28:26,10,Tuesday,June,6
2024-06-25,card,ANON-0000-0000-0040,32.82,Americano with Milk,10:29:42,10,Tuesday,June,6
2024-06-25,card,ANON-0000-0000-0203,37.72,Cappuccino,11:34:52,11,Tuesday,June,6
2024-06-26,card,ANON-0000-0000-0323,37.72,Latte,09:33:01,9,Wednesday,June,6
2024-06-26,card,ANON-0000-0000-0324,23.02,Espresso,16:32:29,16,Wednesday,June,6
2024-06-26,card,ANON-0000-0000-0325,27.92,Americano,16:34:01,16,Wednesday,June,6
2024-06-26,card,ANON-0000-0000-0009,37.72,Latte,21:21:53,21,Wednesday,June,6
2024-06-26,card,ANON-0000-0000-0009,37.72,Cappuccino,21:27:00,21,Wednesday,June,6
2024-06-26,card,ANON-0000-0000-0206,32.82,Americano with Milk,21:28:14,21,Wednesday,June,6
2024-06-27,card,ANON-0000-0000-0326,32.82,Americano with Milk,09:15:43,9,Thursday,June,6
2024-06-27,card,ANON-0000-0000-0327,27.92,Cortado,16:11:48,16,Thursday,June,6
2024-06-27,card,ANON-0000-0000-0328,32.82,Americano with Milk,21:44:03,21,Thursday,June,6
2024-06-27,card,ANON-0000-0000-0329,37.72,Cappuccino,21:50:31,21,Thursday,June,6
2024-06-28,card,ANON-0000-0000-0141,27.92,Cortado,08:08:35,8,Friday,June,6
2024-06-28,card,ANON-0000-0000-0274,23.02,Espresso,17:51:53,17,Friday,June,6
2024-06-28,card,ANON-0000-0000-0330,32.82,Americano with Milk,21:50:55,21,Friday,June,6
2024-06-28,card,ANON-0000-0000-0331,37.72,Latte,21:52:01,21,Friday,June,6
2024-06-28,card,ANON-0000-0000-0332,37.72,Cappuccino,22:28:19,22,Friday,June,6
2024-06-29,card,ANON-0000-0000-0097,32.82,Americano with Milk,09:47:10,9,Saturday,June,6
2024-06-29,card,ANON-0000-0000-0333,32.82,Americano with Milk,11:40:19,11,Saturday,June,6
2024-06-29,card,ANON-0000-0000-0333,32.82,Americano with Milk,11:41:26,11,Saturday,June,6
2024-06-29,card,ANON-0000-0000-0334,37.72,Cappuccino,12:30:24,12,Saturday,June,6
2024-06-29,card,ANON-0000-0000-0334,37.72,Cappuccino,12:31:42,12,Saturday,June,6
2024-06-29,card,ANON-0000-0000-0335,37.72,Cappuccino,17:23:43,17,Saturday,June,6
2024-06-29,card,ANON-0000-0000-0335,37.72,Hot Chocolate,17:24:52,17,Saturday,June,6
2024-06-29,card,ANON-0000-0000-0009,37.72,Latte,21:27:22,21,Saturday,June,6
2024-06-30,card,ANON-0000-0000-0336,37.72,Latte,10:28:09,10,Sunday,June,6
2024-06-30,card,ANON-0000-0000-0337,23.02,Espresso,13:05:50,13,Sunday,June,6
2024-06-30,card,ANON-0000-0000-0009,37.72,Hot Chocolate,16:54:41,16,Sunday,June,6
2024-06-30,card,ANON-0000-0000-0097,32.82,Americano with Milk,21:04:09,21,Sunday,June,6
2024-07-01,card,ANON-0000-0000-0012,23.02,Espresso,18:07:26,18,Monday,July,7
2024-07-01,card,ANON-0000-0000-0338,37.72,Cappuccino,18:56:51,18,Monday,July,7
2024-07-01,card,ANON-0000-0000-0339,37.72,Cappuccino,18:57:54,18,Monday,July,7
2024-07-02,card,ANON-0000-0000-0304,32.82,Americano with Milk,10:42:54,10,Tuesday,July,7
2024-07-02,card,ANON-0000-0000-0304,27.92,Americano,10:45:00,10,Tuesday,July,7
2024-07-02,card,ANON-0000-0000-0019,37.72,Latte,12:48:05,12,Tuesday,July,7
2024-07-02,card,ANON-0000-0000-0340,27.92,Americano,14:03:13,14,Tuesday,July,7
2024-07-02,card,ANON-0000-0000-0341,32.82,Americano with Milk,16:31:24,16,Tuesday,July,7
2024-07-02,card,ANON-0000-0000-0329,32.82,Americano with Milk,22:02:23,22,Tuesday,July,7
2024-07-03,card,ANON-0000-0000-0012,32.82,Americano with Milk,13:51:14,13,Wednesday,July,7
2024-07-03,card,ANON-0000-0000-0342,37.72,Cappuccino,16:01:16,16,Wednesday,July,7
2024-07-03,card,ANON-0000-0000-0343,37.72,Cappuccino,16:50:25,16,Wednesday,July,7
2024-07-03,card,ANON-0000-0000-0270,32.82,Americano with Milk,16:53:15,16,Wednesday,July,7
2024-07-03,card,ANON-0000-0000-0344,32.82,Americano with Milk,16:54:22,16,Wednesday,July,7
2024-07-03,card,ANON-0000-0000-0270,37.72,Latte,16:55:31,16,Wednesday,July,7
2024-07-03,card,ANON-0000-0000-0345,23.02,Espresso,16:59:25,16,Wednesday,July,7
2024-07-03,card,ANON-0000-0000-0346,37.72,Cappuccino,17:59:01,17,Wednesday,July,7
2024-07-03,card,ANON-0000-0000-0009,37.72,Latte,19:06:09,19,Wednesday,July,7
2024-07-04,card,ANON-0000-0000-0143,32.82,Americano with Milk,10:26:23,10,Thursday,July,7
2024-07-04,card,ANON-0000-0000-0012,27.92,Americano,10:27:30,10,Thursday,July,7
2024-07-05,card,ANON-0000-0000-0058,37.72,Cocoa,12:20:28,12,Friday,July,7
2024-07-05,card,ANON-0000-0000-0040,32.82,Americano with Milk,13:43:43,13,Friday,July,7
2024-07-05,card,ANON-0000-0000-0347,32.82,Americano with Milk,13:44:43,13,Friday,July,7
2024-07-05,card,ANON-0000-0000-0348,23.02,Espresso,18:55:56,18,Friday,July,7
2024-07-05,card,ANON-0000-0000-0099,27.92,Americano,19:55:07,19,Friday,July,7
2024-07-05,card,ANON-0000-0000-0349,23.02,Espresso,22:11:56,22,Friday,July,7
2024-07-05,card,ANON-0000-0000-0350,27.92,Americano,22:18:03,22,Friday,July,7
2024-07-05,card,ANON-0000-0000-0350,27.92,Americano,22:18:56,22,Friday,July,7
2024-07-05,card,ANON-0000-0000-0351,37.72,Cappuccino,22:20:01,22,Friday,July,7
2024-07-05,card,ANON-0000-0000-0351,32.82,Americano with Milk,22:21:09,22,Friday,July,7
2024-07-06,card,ANON-0000-0000-0352,37.72,Latte,10:28:06,10,Saturday,July,7
2024-07-06,card,ANON-0000-0000-0009,32.82,Latte,17:15:46,17,Saturday,July,7
2024-07-06,card,ANON-0000-0000-0009,32.82,Latte,17:17:01,17,Saturday,July,7
2024-07-06,card,ANON-0000-0000-0012,32.82,Latte,19:09:46,19,Saturday,July,7
2024-07-06,card,ANON-0000-0000-0012,27.92,Americano with Milk,19:10:39,19,Saturday,July,7
2024-07-07,card,ANON-0000-0000-0303,32.82,Cappuccino,09:04:20,9,Sunday,July,7
2024-07-07,card,ANON-0000-0000-0353,27.92,Americano with Milk,09:14:29,9,Sunday,July,7
2024-07-07,card,ANON-0000-0000-0353,27.92,Americano with Milk,09:15:36,9,Sunday,July,7
2024-07-07,card,ANON-0000-0000-0354,32.82,Cappuccino,09:28:48,9,Sunday,July,7
2024-07-07,card,ANON-0000-0000-0354,32.82,Cappuccino,09:29:56,9,Sunday,July,7
2024-07-07,card,ANON-0000-0000-0355,32.82,Hot Chocolate,14:56:30,14,Sunday,July,7
2024-07-07,card,ANON-0000-0000-0355,32.82,Cocoa,14:57:47,14,Sunday,July,7
2024-07-07,card,ANON-0000-0000-0356,32.82,Latte,17:07:50,17,Sunday,July,7
2024-07-07,card,ANON-0000-0000-0357,32.82,Cappuccino,19:33:27,19,Sunday,July,7
2024-07-07,card,ANON-0000-0000-0358,32.82,Hot Chocolate,20:01:31,20,Sunday,July,7
2024-07-07,card,ANON-0000-0000-0359,27.92,Americano with Milk,22:33:36,22,Sunday,July,7
2024-07-08,card,ANON-0000-0000-0360,32.82,Latte,07:33:07,7,Monday,July,7
2024-07-08,card,ANON-0000-0000-0361,23.02,Americano,12:02:50,12,Monday,July,7
2024-07-08,card,ANON-0000-0000-0362,23.02,Americano,14:40:24,14,Monday,July,7
2024-07-08,card,ANON-0000-0000-0363,27.92,Americano with Milk,19:30:34,19,Monday,July,7
2024-07-08,card,ANON-0000-0000-0019,32.82,Latte,22:14:46,22,Monday,July,7
2024-07-09,card,ANON-0000-0000-0333,27.92,Americano with Milk,10:26:52,10,Tuesday,July,7
2024-07-09,card,ANON-0000-0000-0276,27.92,Americano with Milk,10:40:28,10,Tuesday,July,7
2024-07-09,card,ANON-0000-0000-0194,27.92,Americano with Milk,11:21:36,11,Tuesday,July,7
2024-07-09,card,ANON-0000-0000-0194,32.82,Cappuccino,11:22:49,11,Tuesday,July,7
2024-07-09,card,ANON-0000-0000-0364,27.92,Americano with Milk,16:42:59,16,Tuesday,July,7
2024-07-10,card,ANON-0000-0000-0365,23.02,Americano,11:10:41,11,Wednesday,July,7
2024-07-10,card,ANON-0000-0000-0366,27.92,Americano with Milk,12:28:53,12,Wednesday,July,7
2024-07-10,card,ANON-0000-0000-0328,32.82,Latte,22:13:10,22,Wednesday,July,7
2024-07-11,card,ANON-0000-0000-0367,32.82,Hot Chocolate,11:27:27,11,Thursday,July,7
2024-07-11,card,ANON-0000-0000-0368,27.92,Americano with Milk,16:48:18,16,Thursday,July,7
2024-07-11,card,ANON-0000-0000-0369,32.82,Latte,22:22:13,22,Thursday,July,7
2024-07-11,card,ANON-0000-0000-0370,23.02,Americano,22:30:58,22,Thursday,July,7
2024-07-12,card,ANON-0000-0000-0371,23.02,Cortado,08:03:17,8,Friday,July,7
2024-07-12,card,ANON-0000-0000-0372,32.82,Hot Chocolate,11:48:33,11,Friday,July,7
2024-07-12,card,ANON-0000-0000-0178,32.82,Hot Chocolate,22:33:25,22,Friday,July,7
2024-07-12,card,ANON-0000-0000-0177,32.82,Hot Chocolate,22:34:14,22,Friday,July,7
2024-07-12,card,ANON-0000-0000-0179,32.82,Hot Chocolate,22:35:29,22,Friday,July,7
2024-07-13,card,ANON-0000-0000-0365,32.82,Latte,10:38:10,10,Saturday,July,7
2024-07-13,card,ANON-0000-0000-0365,32.82,Latte,11:41:38,11,Saturday,July,7
2024-07-14,card,ANON-0000-0000-0373,23.02,Americano,10:54:24,10,Sunday,July,7
2024-07-14,card,ANON-0000-0000-0373,27.92,Americano with Milk,10:55:30,10,Sunday,July,7
2024-07-14,card,ANON-0000-0000-0373,32.82,Cappuccino,10:56:30,10,Sunday,July,7
2024-07-14,card,ANON-0000-0000-0374,32.82,Latte,10:57:54,10,Sunday,July,7
2024-07-14,card,ANON-0000-0000-0375,23.02,Americano,11:02:11,11,Sunday,July,7
2024-07-14,card,ANON-0000-0000-0376,32.82,Latte,22:31:29,22,Sunday,July,7
2024-07-15,card,ANON-0000-0000-0377,32.82,Cappuccino,07:33:05,7,Monday,July,7
2024-07-16,card,ANON-0000-0000-0378,27.92,Americano with Milk,12:23:37,12,Tuesday,July,7
2024-07-16,card,ANON-0000-0000-0367,32.82,Hot Chocolate,19:29:25,19,Tuesday,July,7
2024-07-17,card,ANON-0000-0000-0379,27.92,Americano with Milk,13:04:59,13,Wednesday,July,7
2024-07-18,card,ANON-0000-0000-0380,27.92,Americano with Milk,11:10:13,11,Thursday,July,7
2024-07-18,card,ANON-0000-0000-0381,18.12,Espresso,11:11:23,11,Thursday,July,7
2024-07-18,card,ANON-0000-0000-0059,23.02,Americano,11:32:59,11,Thursday,July,7
2024-07-18,card,ANON-0000-0000-0059,23.02,Americano,11:34:48,11,Thursday,July,7
2024-07-18,card,ANON-0000-0000-0059,23.02,Cortado,11:35:51,11,Thursday,July,7
2024-07-18,card,ANON-0000-0000-0375,32.82,Latte,13:23:33,13,Thursday,July,7
2024-07-18,card,ANON-0000-0000-0382,32.82,Cappuccino,18:18:23,18,Thursday,July,7
2024-07-18,card,ANON-0000-0000-0009,32.82,Latte,19:30:50,19,Thursday,July,7
2024-07-18,card,ANON-0000-0000-0383,32.82,Hot Chocolate,21:19:41,21,Thursday,July,7
2024-07-18,card,ANON-0000-0000-0383,32.82,Latte,21:21:59,21,Thursday,July,7
2024-07-18,card,ANON-0000-0000-0384,32.82,Latte,21:46:18,21,Thursday,July,7
2024-07-19,card,ANON-0000-0000-0375,23.02,Americano,11:03:02,11,Friday,July,7
2024-07-19,card,ANON-0000-0000-0385,27.92,Americano with Milk,11:16:20,11,Friday,July,7
2024-07-19,card,ANON-0000-0000-0386,32.82,Latte,12:58:37,12,Friday,July,7
2024-07-19,card,ANON-0000-0000-0386,27.92,Americano with Milk,12:59:55,12,Friday,July,7
2024-07-19,card,ANON-0000-0000-0384,32.82,Latte,14:09:20,14,Friday,July,7
2024-07-19,card,ANON-0000-0000-0384,32.82,Cocoa,14:11:22,14,Friday,July,7
2024-07-19,card,ANON-0000-0000-0384,32.82,Latte,16:36:19,16,Friday,July,7
2024-07-19,card,ANON-0000-0000-0384,32.82,Latte,16:37:35,16,Friday,July,7
2024-07-20,card,ANON-0000-0000-0387,23.02,Americano,08:05:44,8,Saturday,July,7
2024-07-20,card,ANON-0000-0000-0387,32.82,Latte,08:06:48,8,Saturday,July,7
2024-07-20,card,ANON-0000-0000-0387,23.02,Americano,08:07:51,8,Saturday,July,7
2024-07-20,card,ANON-0000-0000-0388,32.82,Latte,09:00:53,9,Saturday,July,7
2024-07-20,card,ANON-0000-0000-0389,32.82,Latte,09:02:27,9,Saturday,July,7
2024-07-20,card,ANON-0000-0000-0390,23.02,Americano,10:39:21,10,Saturday,July,7
2024-07-20,card,ANON-0000-0000-0391,32.82,Latte,15:15:09,15,Saturday,July,7
2024-07-21,card,ANON-0000-0000-0367,32.82,Cocoa,10:30:55,10,Sunday,July,7
2024-07-21,card,ANON-0000-0000-0392,32.82,Cappuccino,11:39:28,11,Sunday,July,7
2024-07-21,card,ANON-0000-0000-0393,23.02,Cortado,13:34:30,13,Sunday,July,7
2024-07-21,card,ANON-0000-0000-0394,32.82,Latte,13:42:31,13,Sunday,July,7
2024-07-22,card,ANON-0000-0000-0375,23.02,Americano,08:13:23,8,Monday,July,7
2024-07-22,card,ANON-0000-0000-0395,23.02,Americano,08:40:49,8,Monday,July,7
2024-07-22,card,ANON-0000-0000-0385,27.92,Americano with Milk,10:15:37,10,Monday,July,7
2024-07-22,card,ANON-0000-0000-0396,32.82,Latte,16:44:37,16,Monday,July,7
2024-07-23,card,ANON-0000-0000-0197,32.82,Latte,08:12:56,8,Tuesday,July,7
2024-07-23,card,ANON-0000-0000-0395,23.02,Americano,08:40:18,8,Tuesday,July,7
2024-07-23,card,ANON-0000-0000-0397,27.92,Americano with Milk,08:44:53,8,Tuesday,July,7
2024-07-23,card,ANON-0000-0000-0398,32.82,Cocoa,08:49:25,8,Tuesday,July,7
2024-07-23,card,ANON-0000-0000-0399,32.82,Latte,08:51:10,8,Tuesday,July,7
2024-07-23,card,ANON-0000-0000-0375,23.02,Americano,09:01:45,9,Tuesday,July,7
2024-07-23,card,ANON-0000-0000-0400,27.92,Americano with Milk,10:03:36,10,Tuesday,July,7
2024-07-23,card,ANON-0000-0000-0401,27.92,Americano with Milk,15:20:04,15,Tuesday,July,7
2024-07-23,card,ANON-0000-0000-0401,32.82,Latte,15:21:01,15,Tuesday,July,7
2024-07-23,card,ANON-0000-0000-0009,32.82,Latte,21:01:40,21,Tuesday,July,7
2024-07-23,card,ANON-0000-0000-0012,23.02,Americano,21:23:13,21,Tuesday,July,7
2024-07-23,card,ANON-0000-0000-0012,23.02,Americano,21:24:22,21,Tuesday,July,7
2024-07-24,card,ANON-0000-0000-0097,27.92,Americano with Milk,09:16:09,9,Wednesday,July,7
2024-07-24,card,ANON-0000-0000-0385,27.92,Americano with Milk,09:38:55,9,Wednesday,July,7
2024-07-24,card,ANON-0000-0000-0402,18.12,Espresso,09:54:37,9,Wednesday,July,7
2024-07-24,card,ANON-0000-0000-0379,32.82,Cappuccino,11:43:53,11,Wednesday,July,7
2024-07-24,card,ANON-0000-0000-0399,32.82,Latte,13:55:13,13,Wednesday,July,7
2024-07-24,card,ANON-0000-0000-0012,18.12,Espresso,14:45:49,14,Wednesday,July,7
2024-07-24,card,ANON-0000-0000-0009,32.82,Latte,15:18:30,15,Wednesday,July,7
2024-07-24,card,ANON-0000-0000-0205,32.82,Cappuccino,19:15:05,19,Wednesday,July,7
2024-07-24,card,ANON-0000-0000-0205,32.82,Cappuccino,19:16:59,19,Wednesday,July,7
2024-07-24,card,ANON-0000-0000-0040,27.92,Americano with Milk,21:17:36,21,Wednesday,July,7
2024-07-24,card,ANON-0000-0000-0040,23.02,Americano,21:18:41,21,Wednesday,July,7
2024-07-24,card,ANON-0000-0000-0012,23.02,Americano,21:25:17,21,Wednesday,July,7
2024-07-25,card,ANON-0000-0000-0012,23.02,Americano,07:54:47,7,Thursday,July,7
2024-07-25,card,ANON-0000-0000-0399,32.82,Latte,08:49:18,8,Thursday,July,7
2024-07-25,card,ANON-0000-0000-0385,27.92,Americano with Milk,10:29:44,10,Thursday,July,7
2024-07-25,card,ANON-0000-0000-0375,23.02,Americano,11:26:04,11,Thursday,July,7
2024-07-25,card,ANON-0000-0000-0403,32.82,Cappuccino,15:25:06,15,Thursday,July,7
2024-07-25,card,ANON-0000-0000-0257,32.82,Cappuccino,19:21:00,19,Thursday,July,7
2024-07-25,card,ANON-0000-0000-0404,23.02,Cortado,21:06:01,21,Thursday,July,7
2024-07-25,card,ANON-0000-0000-0404,18.12,Espresso,21:06:50,21,Thursday,July,7
2024-07-25,card,ANON-0000-0000-0328,23.02,Cortado,22:38:51,22,Thursday,July,7
2024-07-25,card,ANON-0000-0000-0405,32.82,Cocoa,22:39:46,22,Thursday,July,7
2024-07-26,card,ANON-0000-0000-0406,32.82,Latte,08:33:01,8,Friday,July,7
2024-07-26,card,ANON-0000-0000-0097,27.92,Americano with Milk,09:19:37,9,Friday,July,7
2024-07-26,card,ANON-0000-0000-0059,18.12,Espresso,09:20:34,9,Friday,July,7
2024-07-26,card,ANON-0000-0000-0407,23.02,Cortado,09:33:11,9,Friday,July,7
2024-07-26,card,ANON-0000-0000-0407,23.02,Cortado,09:34:16,9,Friday,July,7
2024-07-26,card,ANON-0000-0000-0408,32.82,Latte,09:59:07,9,Friday,July,7
2024-07-26,card,ANON-0000-0000-0408,32.82,Latte,10:00:02,10,Friday,July,7
2024-07-26,card,ANON-0000-0000-0385,27.92,Americano with Milk,11:47:13,11,Friday,July,7
2024-07-26,card,ANON-0000-0000-0379,27.92,Americano with Milk,12:07:01,12,Friday,July,7
2024-07-26,card,ANON-0000-0000-0339,32.82,Cappuccino,12:28:08,12,Friday,July,7
2024-07-26,card,ANON-0000-0000-0339,32.82,Cappuccino,12:29:17,12,Friday,July,7
2024-07-26,card,ANON-0000-0000-0409,32.82,Latte,13:09:56,13,Friday,July,7
2024-07-26,card,ANON-0000-0000-0410,23.02,Americano,17:23:29,17,Friday,July,7
2024-07-26,card,ANON-0000-0000-0411,32.82,Cappuccino,17:58:29,17,Friday,July,7
2024-07-26,card,ANON-0000-0000-0009,32.82,Latte,21:15:09,21,Friday,July,7
2024-07-26,card,ANON-0000-0000-0412,27.92,Americano with Milk,22:49:52,22,Friday,July,7
2024-07-27,card,ANON-0000-0000-0097,32.82,Cappuccino,09:09:16,9,Saturday,July,7
2024-07-27,card,ANON-0000-0000-0413,27.92,Americano with Milk,11:55:31,11,Saturday,July,7
2024-07-27,card,ANON-0000-0000-0059,27.92,Americano with Milk,12:25:10,12,Saturday,July,7
2024-07-27,card,ANON-0000-0000-0040,18.12,Espresso,12:26:13,12,Saturday,July,7
2024-07-27,card,ANON-0000-0000-0059,27.92,Americano with Milk,12:33:23,12,Saturday,July,7
2024-07-27,card,ANON-0000-0000-0225,18.12,Espresso,14:28:41,14,Saturday,July,7
2024-07-27,card,ANON-0000-0000-0077,32.82,Latte,14:51:53,14,Saturday,July,7
2024-07-27,card,ANON-0000-0000-0414,32.82,Cappuccino,17:02:33,17,Saturday,July,7
2024-07-27,card,ANON-0000-0000-0415,32.82,Cappuccino,17:03:39,17,Saturday,July,7
2024-07-27,card,ANON-0000-0000-0416,27.92,Americano with Milk,17:09:00,17,Saturday,July,7
2024-07-27,card,ANON-0000-0000-0416,27.92,Americano with Milk,17:10:08,17,Saturday,July,7
2024-07-27,card,ANON-0000-0000-0009,32.82,Latte,20:55:20,20,Saturday,July,7
2024-07-27,card,ANON-0000-0000-0417,32.82,Cappuccino,22:56:23,22,Saturday,July,7
2024-07-28,card,ANON-0000-0000-0012,18.12,Espresso,11:07:25,11,Sunday,July,7
2024-07-28,card,ANON-0000-0000-0276,27.92,Americano with Milk,14:17:54,14,Sunday,July,7
2024-07-28,card,ANON-0000-0000-0276,32.82,Latte,14:18:52,14,Sunday,July,7
2024-07-29,card,ANON-0000-0000-0418,32.82,Latte,08:12:06,8,Monday,July,7
2024-07-29,card,ANON-0000-0000-0012,23.02,Americano,09:04:47,9,Monday,July,7
2024-07-29,card,ANON-0000-0000-0097,27.92,Americano with Milk,09:15:46,9,Monday,July,7
2024-07-29,card,ANON-0000-0000-0003,23.02,Americano,09:19:44,9,Monday,July,7
2024-07-29,card,ANON-0000-0000-0419,27.92,Americano with Milk,09:51:24,9,Monday,July,7
2024-07-29,card,ANON-0000-0000-0420,32.82,Cappuccino,09:58:29,9,Monday,July,7
2024-07-29,card,ANON-0000-0000-0421,32.82,Hot Chocolate,10:43:43,10,Monday,July,7
2024-07-29,card,ANON-0000-0000-0421,32.82,Hot Chocolate,10:44:55,10,Monday,July,7
2024-07-29,card,ANON-0000-0000-0422,32.82,Cappuccino,19:06:31,19,Monday,July,7
2024-07-29,card,ANON-0000-0000-0099,23.02,Americano,19:30:16,19,Monday,July,7
2024-07-29,card,ANON-0000-0000-0328,32.82,Cocoa,21:57:34,21,Monday,July,7
2024-07-30,card,ANON-0000-0000-0423,27.92,Americano with Milk,07:41:10,7,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0424,23.02,Cortado,08:05:07,8,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0425,32.82,Cappuccino,08:20:51,8,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0097,27.92,Americano with Milk,09:13:43,9,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0141,23.02,Cortado,10:17:11,10,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0276,27.92,Americano with Milk,10:19:34,10,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0250,32.82,Latte,10:23:20,10,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0426,23.02,Americano,11:12:07,11,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0426,18.12,Espresso,11:13:16,11,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0427,27.92,Americano with Milk,11:14:41,11,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0428,27.92,Americano with Milk,11:16:01,11,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0429,27.92,Americano with Milk,11:30:34,11,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0430,27.92,Americano with Milk,11:31:40,11,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0431,32.82,Latte,12:08:07,12,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0432,27.92,Americano with Milk,15:16:09,15,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0433,23.02,Cortado,16:08:52,16,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0433,27.92,Americano with Milk,16:09:43,16,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0434,18.12,Espresso,20:24:19,20,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0097,27.92,Americano with Milk,20:53:51,20,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0097,27.92,Americano with Milk,20:54:46,20,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0347,27.92,Americano with Milk,20:57:02,20,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0435,32.82,Latte,21:33:19,21,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0436,23.02,Americano,22:15:21,22,Tuesday,July,7
2024-07-30,card,ANON-0000-0000-0436,32.82,Cappuccino,22:16:19,22,Tuesday,July,7
2024-07-31,card,ANON-0000-0000-0423,27.92,Americano with Milk,07:59:52,7,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0437,27.92,Americano with Milk,08:37:41,8,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0437,27.92,Americano with Milk,08:38:38,8,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0388,23.02,Americano,09:54:45,9,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0388,23.02,Americano,09:55:45,9,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0276,27.92,Americano with Milk,09:58:15,9,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0384,32.82,Cocoa,13:11:42,13,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0384,32.82,Latte,13:14:00,13,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0438,27.92,Americano with Milk,13:24:49,13,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0439,23.02,Cortado,17:48:06,17,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0440,32.82,Latte,18:04:14,18,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0441,23.02,Cortado,19:22:38,19,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0009,32.82,Latte,19:28:45,19,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0442,32.82,Cocoa,20:46:42,20,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0443,23.02,Cortado,20:50:07,20,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0443,32.82,Latte,20:51:10,20,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0153,32.82,Cappuccino,20:52:14,20,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0443,23.02,Cortado,20:53:35,20,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0040,27.92,Americano with Milk,20:59:25,20,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0444,32.82,Latte,21:26:26,21,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0445,32.82,Latte,21:54:11,21,Wednesday,July,7
2024-07-31,card,ANON-0000-0000-0446,32.82,Latte,21:55:16,21,Wednesday,July,7
2024-08-01,card,ANON-0000-0000-0423,27.92,Americano with Milk,07:31:00,7,Thursday,August,8
2024-08-01,card,ANON-0000-0000-0276,27.92,Americano with Milk,09:25:20,9,Thursday,August,8
2024-08-01,card,ANON-0000-0000-0097,27.92,Americano with Milk,11:04:14,11,Thursday,August,8
2024-08-01,card,ANON-0000-0000-0447,27.92,Americano with Milk,11:22:46,11,Thursday,August,8
2024-08-01,card,ANON-0000-0000-0448,23.02,Cortado,13:22:46,13,Thursday,August,8
2024-08-01,card,ANON-0000-0000-0448,32.82,Cappuccino,13:23:37,13,Thursday,August,8
2024-08-01,card,ANON-0000-0000-0449,32.82,Cappuccino,13:49:07,13,Thursday,August,8
2024-08-01,card,ANON-0000-0000-0423,27.92,Americano with Milk,15:43:43,15,Thursday,August,8
